tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b_beta	specimen_correction	specimen_dck	specimen_dpal	specimen_dt	specimen_dtr	specimen_f	specimen_frac	specimen_gmax	specimen_int	specimen_int_alpha	specimen_int_corr_anisotropy	specimen_int_corr_cooling_rate	specimen_int_corr_nlt	specimen_int_dang	specimen_int_mad	specimen_int_mad_anc	specimen_int_n	specimen_int_ptrm_n	specimen_k_prime	specimen_lab_field_dc	specimen_q	specimen_scat
This study	Hawaii	hw108c	hw108	hw108c12	hw108c12 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	273	K	0.05	u	2.57	1.70	-999.00	nan	0.95	0.89	0.26	3.59e-05	0.24	1.00			0.42	1.09	0.75	10	4	-0.00	2.00e-05	14.33	0
This study	Hawaii	hw108c	hw108	hw108c13	hw108c13 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	373	K	0.01	u	4.24	1.77	-999.00	nan	0.86	0.88	0.27	3.97e-05	0.18	1.00			0.49	1.78	1.44	15	7	-0.02	2.00e-05	61.02	1
This study	Hawaii	hw108c	hw108	hw108c2	hw108c2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	373	K	0.02	u	2.95	3.85	-999.00	nan	0.86	0.86	0.55	4.01e-05	0.04	1.00			0.08	0.35	0.24	9	4	0.11	2.00e-05	30.74	1
This study	Hawaii	hw108c	hw108	hw108c4	hw108c4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	273	K	0.02	u	2.31	2.25	-999.00	nan	0.53	0.46	0.51	3.27e-05	7.26	1.00			7.90	4.20	2.47	6	2	0.03	2.00e-05	16.94	1
This study	Hawaii	hw108c	hw108	hw108c6	hw108c6 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	373	K	0.07	u	4.11	4.02	-999.00	nan	0.53	0.36	0.32	3.95e-05	6.43	1.00			7.26	4.39	2.76	6	2	-0.00	2.00e-05	5.75	1
This study	Hawaii	hw108c	hw108	hw108c7	hw108c7 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	498	273	K	0.02	u	1.02	0.41	-999.00	nan	0.68	0.62	0.34	3.90e-05	1.53	1.00			1.76	2.18	0.99	5	1	0.04	2.00e-05	28.79	1
This study	Hawaii	hw108c	hw108	hw108c8	hw108c8 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	498	273	K	0.05	u	0.37	0.30	-999.00	nan	0.68	0.60	0.36	3.92e-05	4.19	1.00			4.85	2.63	1.93	5	1	0.08	2.00e-05	8.88	1
This study	Hawaii	hw108c	hw108	hw108c9	hw108c9 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	373	K	0.02	u	4.11	4.07	-999.00	nan	0.83	0.85	0.29	3.79e-05	0.48	1.00			1.40	1.85	1.64	15	7	-0.04	2.00e-05	32.04	0
This study	Hawaii	hw123a	hw123	hw123a12	hw123a12 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	523	K	0.06	u	3.51	4.23	-999.00	nan	0.64	0.41	0.16	3.58e-05	5.86	1.00			9.85	5.51	5.98	11	7	0.19	2.00e-05	9.77	0
This study	Hawaii	hw123a	hw123	hw123a2	hw123a2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	648	K	0.06	u	2.71	1.05	-999.00	nan	0.80	0.79	0.51	3.49e-05	0.71	1.00			0.89	0.99	0.58	6	6	-0.43	2.00e-05	7.89	1
This study	Hawaii	hw123a	hw123	hw123a3	hw123a3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	783	623	K	0.06	u	4.27	4.10	-999.00	nan	0.62	0.58	0.23	3.18e-05	0.41	1.00			0.60	2.12	1.23	8	7	-0.33	2.00e-05	8.67	1
This study	Hawaii	hw123a	hw123	hw123a4	hw123a4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	273	K	0.03	u	1.89	1.58	-999.00	nan	0.92	0.94	0.31	3.32e-05	0.53	1.00			0.59	1.84	0.61	15	6	0.00	2.00e-05	26.16	1
This study	Hawaii	hw123a	hw123	hw123a5	hw123a5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	473	K	0.03	u	4.21	0.71	-999.00	nan	0.50	0.47	0.21	3.86e-05	2.03	1.00			2.21	3.41	1.15	8	4	-0.00	2.00e-05	13.50	1
This study	Hawaii	hw126a	hw126	hw126a2	hw126a2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	273	K	0.03	u	3.67	4.39	-999.00	nan	0.91	0.86	0.50	3.51e-05	2.30	1.00			3.70	2.35	2.30	9	3	0.26	2.00e-05	19.49	1
This study	Hawaii	hw126a	hw126	hw126a3	hw126a3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	523	273	K	0.01	u	2.51	2.45	-999.00	nan	0.70	0.64	0.59	3.24e-05	2.57	1.00			3.20	1.34	1.41	5	1	0.00	2.00e-05	74.62	1
This study	Hawaii	hw126a	hw126	hw126a4	hw126a4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	373	K	0.02	u	1.75	3.96	-999.00	nan	0.80	0.78	0.58	3.70e-05	1.92	1.00			3.60	1.90	2.21	9	4	0.11	2.00e-05	29.83	1
This study	Hawaii	hw126a	hw126	hw126a5	hw126a5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	273	K	0.01	u	2.33	4.13	-999.00	nan	0.92	0.91	0.55	3.55e-05	1.27	1.00			2.38	1.18	1.43	7	2	0.03	2.00e-05	86.28	1
This study	Hawaii	hw126b	hw126	hw126b1	hw126b1 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	273	K	0.01	u	1.76	3.85	-999.00	nan	0.95	0.94	0.44	3.55e-05	0.56	1.00			0.96	0.82	0.71	10	4	0.06	2.00e-05	60.16	1
This study	Hawaii	hw126b	hw126	hw126b2	hw126b2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	273	K	0.01	u	2.80	4.60	-999.00	nan	0.92	0.91	0.47	3.55e-05	0.48	1.00			0.79	0.68	0.57	9	3	0.05	2.00e-05	62.85	1
This study	Hawaii	hw126b	hw126	hw126b3	hw126b3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	373	K	0.02	u	2.21	4.01	-999.00	nan	0.79	0.80	0.57	3.55e-05	0.83	1.00			1.74	0.81	1.05	11	5	0.09	2.00e-05	28.56	1
This study	Hawaii	hw126b	hw126	hw126b4	hw126b4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	373	K	0.01	u	3.82	4.51	-999.00	nan	0.76	0.74	0.58	3.63e-05	0.96	1.00			1.55	1.09	1.01	9	4	0.10	2.00e-05	32.87	1
This study	Hawaii	hw126b	hw126	hw126b5	hw126b5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	273	K	0.01	u	2.15	3.53	-999.00	nan	0.92	0.92	0.45	3.65e-05	0.25	1.00			0.42	0.51	0.39	10	4	0.02	2.00e-05	90.48	1
This study	Hawaii	hw128a	hw128	hw128a1	hw128a1 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	598	273	K	0.02	u	3.61	4.26	-999.00	nan	0.75	0.74	0.49	3.44e-05	4.12	1.00			5.11	2.16	2.23	8	3	-0.09	2.00e-05	34.52	1
This study	Hawaii	hw128a	hw128	hw128a10	hw128a10 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	723	498	K	0.03	u	3.38	4.96	-999.00	nan	0.57	0.56	0.13	3.03e-05	1.68	1.00			2.22	2.45	1.54	10	6	0.16	2.00e-05	16.36	1
This study	Hawaii	hw128a	hw128	hw128a11	hw128a11 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	548	K	0.06	u	3.69	4.59	-999.00	nan	0.52	0.45	0.24	4.09e-05	1.28	1.00			2.59	1.87	1.86	10	7	0.39	2.00e-05	7.05	0
This study	Hawaii	hw128a	hw128	hw128a2	hw128a2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	783	573	K	0.03	u	2.00	4.93	-999.00	nan	0.52	0.48	0.19	3.48e-05	1.65	1.00			2.94	1.54	1.78	10	7	0.26	2.00e-05	13.65	1
This study	Hawaii	hw128a	hw128	hw128a3	hw128a3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	783	273	K	0.03	u	3.11	4.08	-999.00	nan	1.04	0.99	0.23	3.45e-05	1.33	1.00			2.21	1.54	1.45	16	7	0.21	2.00e-05	32.18	1
This study	Hawaii	hw128a	hw128	hw128a4	hw128a4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	273	K	0.02	u	2.08	1.09	-999.00	nan	0.57	0.58	0.23	3.80e-05	0.97	1.00			1.03	1.81	0.49	9	3	-0.11	2.00e-05	23.24	1
This study	Hawaii	hw128a	hw128	hw128a5	hw128a5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	748	573	K	0.06	u	1.70	4.17	-999.00	nan	0.62	0.59	0.26	3.43e-05	0.64	1.00			1.02	0.57	0.60	8	6	0.37	2.00e-05	9.13	1
This study	Hawaii	hw128a	hw128	hw128a6	hw128a6 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	273	K	0.08	u	1.91	2.56	-999.00	nan	0.72	0.70	0.32	3.84e-05	3.81	1.00			4.56	4.32	2.44	7	2	0.41	2.00e-05	7.24	0
This study	Hawaii	hw128a	hw128	hw128a7	hw128a7 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	598	373	K	0.02	u	3.87	4.06	-999.00	nan	0.66	0.66	0.30	2.70e-05	2.43	1.00			2.91	1.93	1.33	8	3	-0.08	2.00e-05	25.87	1
This study	Hawaii	hw128a	hw128	hw128a8	hw128a8 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	598	273	K	0.02	u	2.44	4.72	-999.00	nan	0.69	0.70	0.24	3.39e-05	1.08	1.00			1.24	2.94	1.14	9	3	-0.09	2.00e-05	26.78	1
This study	Hawaii	hw128a	hw128	hw128a9	hw128a9 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	373	K	0.02	u	0.74	2.04	-999.00	nan	0.51	0.53	0.18	3.31e-05	2.62	1.00			2.76	2.03	0.75	10	4	-0.09	2.00e-05	18.11	1
This study	Hawaii	hw128b	hw128	hw128b2	hw128b2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	673	273	K	0.02	u	1.21	0.38	-999.00	nan	0.72	0.74	0.24	3.46e-05	13.27	1.00			14.53	9.67	5.06	11	4	-0.06	2.00e-05	39.56	1
This study	Hawaii	hw128b	hw128	hw128b3	hw128b3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	273	K	0.02	u	2.23	3.02	-999.00	nan	0.80	0.79	0.19	2.97e-05	10.95	1.00			12.17	11.14	5.17	12	5	-0.00	2.00e-05	29.80	1
This study	Hawaii	hw128b	hw128	hw128b4	hw128b4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	373	K	0.02	u	1.71	4.79	-999.00	nan	0.56	0.58	0.37	3.32e-05	7.74	1.00			8.02	8.12	2.14	11	5	-0.07	2.00e-05	27.73	1
This study	Hawaii	hw128b	hw128	hw128b5	hw128b5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	623	K	0.05	u	4.35	3.44	-999.00	nan	0.59	0.52	0.29	3.48e-05	0.93	1.00			1.69	1.86	1.50	7	6	0.00	2.00e-05	8.81	1
This study	Hawaii	hw128c	hw128	hw128c1	hw128c1 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	273	K	0.02	u	1.67	3.82	-999.00	nan	0.57	0.59	0.21	3.38e-05	2.35	1.00			2.47	4.47	1.15	12	5	0.10	2.00e-05	22.19	1
This study	Hawaii	hw128c	hw128	hw128c2	hw128c2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	623	K	0.02	u	1.65	1.78	-999.00	nan	0.60	0.62	0.41	3.46e-05	0.13	1.00			0.19	0.88	0.51	7	6	-0.16	2.00e-05	19.34	1
This study	Hawaii	hw128c	hw128	hw128c3	hw128c3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	783	273	K	0.01	u	3.26	1.27	-999.00	nan	0.99	1.00	0.33	3.36e-05	0.34	1.00			0.45	1.20	0.62	16	7	0.01	2.00e-05	100.23	1
This study	Hawaii	hw128c	hw128	hw128c4	hw128c4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	723	498	K	0.02	u	0.96	2.17	-999.00	nan	0.70	0.67	0.33	3.45e-05	0.44	1.00			0.48	2.61	0.75	10	5	0.17	2.00e-05	24.94	1
This study	Hawaii	hw128c	hw128	hw128c5	hw128c5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	723	373	K	0.01	u	1.18	0.58	-999.00	nan	0.72	0.72	0.27	3.44e-05	0.17	1.00			0.18	1.51	0.40	12	5	0.06	2.00e-05	41.54	1
This study	Hawaii	hw128d	hw128	hw128d1	hw128d1 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	673	473	K	0.03	u	4.15	3.73	-999.00	nan	0.55	0.53	0.17	3.85e-05	1.72	1.00			2.28	1.75	1.31	9	4	0.14	2.00e-05	16.13	1
This study	Hawaii	hw128d	hw128	hw128d2	hw128d2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	273	K	0.01	u	4.20	4.71	-999.00	nan	0.76	0.76	0.55	3.46e-05	2.36	1.00			3.21	0.77	1.47	7	2	-0.06	2.00e-05	50.83	1
This study	Hawaii	hw128d	hw128	hw128d3	hw128d3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	523	273	K	0.01	u	2.95	4.01	-999.00	nan	0.65	0.63	0.62	3.49e-05	3.70	1.00			4.41	1.15	1.69	5	1	-0.02	2.00e-05	60.90	1
This study	Hawaii	hw128d	hw128	hw128d4	hw128d4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	598	373	K	0.03	u	3.83	2.49	-999.00	nan	0.65	0.65	0.52	3.40e-05	1.03	1.00			1.26	1.38	0.76	7	3	-0.14	2.00e-05	15.09	1
This study	Hawaii	hw128d	hw128	hw128d5	hw128d5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	373	K	0.04	u	3.87	0.79	-999.00	nan	0.57	0.59	0.76	3.38e-05	3.80	1.00			4.94	2.02	2.30	6	2	-0.37	2.00e-05	5.57	1
This study	Hawaii	hw201a	hw201	hw201a11	hw201a11 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	273	K	0.01	u	4.42	4.85	-999.00	nan	0.70	0.65	0.34	3.33e-05	2.17	1.00			2.57	2.72	1.42	8	3	-0.02	2.00e-05	41.51	1
This study	Hawaii	hw201a	hw201	hw201a12	hw201a12 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	648	373	K	0.03	u	3.85	1.87	-999.00	nan	0.54	0.55	0.38	3.33e-05	7.68	1.00			8.20	2.47	2.08	10	4	0.06	2.00e-05	17.10	1
This study	Hawaii	hw201a	hw201	hw201a2	hw201a2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	598	273	K	0.05	u	0.96	3.32	-999.00	nan	0.63	0.56	0.26	3.30e-05	1.37	1.00			1.51	3.69	1.19	9	3	0.26	2.00e-05	11.44	1
This study	Hawaii	hw201a	hw201	hw201a3	hw201a3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	373	K	0.06	u	3.71	3.77	-999.00	nan	0.57	0.51	0.59	3.34e-05	5.92	1.00			8.22	1.53	3.78	7	3	0.42	2.00e-05	6.24	1
This study	Hawaii	hw201a	hw201	hw201a4	hw201a4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	573	273	K	0.03	u	3.59	4.61	-999.00	nan	0.84	0.59	0.33	3.34e-05	4.30	1.00			6.44	5.12	4.23	8	3	0.07	2.00e-05	21.83	1
This study	Hawaii	hw201a	hw201	hw201a6	hw201a6 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	273	K	0.02	u	2.77	2.84	-999.00	nan	0.91	0.88	0.31	3.33e-05	0.74	1.00			1.25	2.29	1.60	13	5	0.16	2.00e-05	34.84	1
This study	Hawaii	hw226a	hw226	hw226a2	hw226a2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	523	273	K	0.10	u	1.94	1.46	-999.00	nan	0.89	0.87	0.37	3.60e-05	1.00	1.00			1.44	3.27	1.93	6	2	0.40	2.00e-05	6.76	0
This study	Hawaii	hw226a	hw226	hw226a3	hw226a3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	273	K	0.01	u	4.22	1.68	-999.00	nan	0.98	0.98	0.31	3.99e-05	0.58	1.00			1.65	2.70	2.32	16	7	0.00	2.00e-05	68.73	1
This study	Hawaii	hw226a	hw226	hw226a4	hw226a4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	273	K	0.06	u	3.28	4.69	-999.00	nan	0.91	0.93	0.31	4.29e-05	0.81	1.00			1.52	3.31	2.38	10	4	-0.32	2.00e-05	12.36	0
This study	Hawaii	hw226a	hw226	hw226a5	hw226a5 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	498	273	K	0.07	u	2.15	2.17	-999.00	nan	0.80	0.78	0.38	3.60e-05	0.79	1.00			1.01	3.03	1.47	5	1	0.18	2.00e-05	8.42	1
This study	Hawaii	hw226b	hw226	hw226b1	hw226b1 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	598	373	K	0.03	u	2.89	2.29	-999.00	nan	0.51	0.49	0.35	3.72e-05	3.07	1.00			3.39	3.21	1.41	8	3	0.18	2.00e-05	12.63	1
This study	Hawaii	hw226b	hw226	hw226b2	hw226b2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	273	K	0.01	u	2.00	4.23	-999.00	nan	0.57	0.57	0.45	4.13e-05	6.03	1.00			6.63	2.40	2.05	7	2	-0.04	2.00e-05	36.16	1
This study	Hawaii	hw226b	hw226	hw226b3	hw226b3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	373	K	0.08	u	2.29	0.14	-999.00	nan	0.58	0.61	0.42	3.94e-05	3.20	1.00			3.82	2.26	1.67	6	2	0.45	2.00e-05	5.23	1
This study	Hawaii	hw226b	hw226	hw226b4	hw226b4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	548	273	K	0.06	u	0.98	4.19	-999.00	nan	0.51	0.50	0.46	3.89e-05	4.03	1.00			4.33	4.34	1.57	7	2	0.00	2.00e-05	6.23	1
This study	Hawaii	hw226b	hw226	hw226b6	hw226b6 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	623	273	K	0.03	u	1.45	0.64	-999.00	nan	0.73	0.72	0.38	4.04e-05	5.17	1.00			6.10	1.64	2.29	10	4	-0.00	2.00e-05	21.53	1
This study	Hawaii	hw241a	hw241	hw241a2	hw241a2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	523	K	0.04	u	1.29	2.88	-999.00	nan	0.51	0.51	0.38	3.40e-05	0.57	1.00			0.64	2.58	0.86	8	5	0.19	2.00e-05	10.23	1
This study	Hawaii	hw241a	hw241	hw241a4	hw241a4 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	423	K	0.02	u	4.25	1.36	-999.00	nan	0.53	0.55	0.20	3.64e-05	5.73	1.00			6.50	7.10	3.25	11	5	-0.00	2.00e-05	21.69	1
This study	Hawaii	hw241a	hw241	hw241a6	hw241a6 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	773	423	K	0.04	u	3.52	0.06	-999.00	nan	0.72	0.65	0.22	2.96e-05	2.58	1.00			4.05	6.24	4.24	14	7	-0.25	2.00e-05	16.18	1
This study	Hawaii	hw241d	hw241	hw241d2	hw241d2 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	698	273	K	0.06	u	3.34	3.41	-999.00	nan	0.85	0.82	0.18	6.31e-05	6.70	1.00			7.49	5.67	2.96	13	5	0.39	2.00e-05	11.85	0
This study	Hawaii	hw241d	hw241	hw241d3	hw241d3 : LP-PI-TRM : LP-PI-BT-IZZI : LP-PI-ALT-PTRM	LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM:IE-TT	723	623	K	0.04	u	1.67	3.03	-999.00	nan	0.64	0.56	0.37	4.04e-05	2.24	1.00			2.68	3.66	1.80	5	6	0.14	2.00e-05	10.45	1
