Data	Ref	IDENT	SLAT	SLONG	AGE	DAGE	AgeMtd	Continent	Country	IntM	P	Ndir	INC	DEC	k	a95	Nint	F	DF	DF%	VDM	GROUP	TYPE	FORM	ROCKMAG	COMMENTS	LOCATION NAME
2287	153	36 Yerevan	41	44.5	2.6	1.2	Stratigraphic	Europe	Armenia	T-	O	6	-56	173	19	16	6	50	2	4	9	Volcanic	Basalt			VDMc	
2288	153	37-38 Yerevan	41	44.5	2.6	1.2	Stratigraphic	Europe	Armenia	T-	O	16	-55	175	36	6	15	50	1	2	9.1	Volcanic	Tuff	Baked contact		VDMc	
2289	153	39-40 Yerevan	41	44.5	2.6	1.2	Stratigraphic	Europe	Armenia	T-	O	10	-56	176	31	9	10	51	2	4	9.2			Baked contact		VDMc	
2290	153	41-42 Yerevan	41	44.5	2.6	1.2	Stratigraphic	Europe	Armenia	T-	O	12	-55	175	31	8	12	52	1	2	9.5			Baked contact		VDMc	
2291	153	43 Yerevan	41	44.5	2.6	1.2	Stratigraphic	Europe	Armenia	T-	O	8	-52	174	28	12	8	51	1	2	9.6	Volcanic	Dolerite			VDMc	
2292	153	44 Yerevan	41	44.5	2.6	1.2	Stratigraphic	Europe	Armenia	T-	O	7	-57	179	19	14	7	50	1	2	8.9	Volcanic	Dolerite			VDMc	
2293	153	45 Yerevan	41	44.5	2.6	1.2	Stratigraphic	Europe	Armenia	T-	O	5	-49	170	32	17	5	51	2	4	10	Volcanic	Dolerite			VDMc	
2294	153	46 Yerevan	41	44.5	2.6	1.2	Stratigraphic	Europe	Armenia	T-	O	8	-56	179	35	9	11	51	1	2	9.2	Volcanic	Dolerite			VDMc	
2295	154	01 Subotan intrusion	40	45.5	32.5	0.5	Stratigraphic	Europe	Armenia	T-	O	12	-53	166	40	7	9	26	1	4	4.9	Plutonic		Intrusion		VDMc	
2296	154	02 Subotan intrusion	40	45.5	32.5	0.5	Stratigraphic	Europe	Armenia	T-	O	12	-50	174	42	7	8	26	1	4	5	Plutonic		Intrusion		VDMc	
2297	154	03 Subotan intrusion	40	45.5	32.5	0.5	Stratigraphic	Europe	Armenia	T-	O	13	-50	167	43	6	10	26	2	8	5	Plutonic		Intrusion		VDMc	
2298	154	04 Subotan intrusion	40	45.5	32.5	0.5	Stratigraphic	Europe	Armenia	T-	O	14	65	356	45	6	14	24	1	4	3.8	Plutonic		Intrusion		VDMc	
2299	154	05-06 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	27	-64	106	105	3	25	24	1	4	3.9			Baked contact		VDMc	
2300	154	07 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	7	-78	159	155	5	8	24	3	12	3.3	Volcanic	Tuff	Baked contact		VDMc	
2301	154	08 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	17	-75	182	117	3	17	22	1	5	3.1	Sediment	Clay	Baked contact		VDMc	
2302	154	09 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	21	-58	166	140	3	23	22	1	5	3.9	Sediment	Sandstone	Baked contact		VDMc	
2303	154	10 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	8	-58	165	108	5	10	24	2	8	4.2	Volcanic		Baked contact		VDMc	
2304	154	11-12 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	40	-51	178	98	3	41	22	1	5	4.2			Baked contact		VDMc	
2305	154	13 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	22	-63	152	41	5	19	35	1	3	5.8	Volcanic	Tuff	Baked contact		VDMc	
2306	154	14 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	16	-74	180	15	10	9	26	3	12	3.7	Volcanic		Baked contact		VDMc	
2307	154	15 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	12	-67	169	16	12	15	26	1	4	4.1	Volcanic	Tuff	Baked contact		VDMc	
2308	154	16 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	11	-72	212	15	12	15	26	2	8	3.8	Volcanic	Ignimbrite	Baked contact		VDMc	
2309	154	17 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	11	-60	170	25	9	7	25	1	4	4.3	Volcanic	Tuff	Baked contact		VDMc	
2310	154	18 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	11	-59	161	26	9	14	26	3	12	4.5	Volcanic		Baked contact		VDMc	
2311	154	19 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O	11	-85	248	17	11	15	27	2	7	3.5	Sediment	Clay	Baked contact		VDMc	
2312	154	20 Akhavnadzor	40.3	45.2	28.5	7.8	Stratigraphic	Europe	Armenia	T-	O						12	27	1	4	3.9	Volcanic		Baked contact		VDMc	
2313	154	21 Gazminskaya	39.7	45.5	22.5	1.5	Stratigraphic	Europe	Armenia	T-	O	22	63	355	68	4	22	27	1	4	4.4	Plutonic	Granodiorite			VDMc	
2314	154	22 Gazminskaya	39.7	45.5	22.5	1.5	Stratigraphic	Europe	Armenia	T-	O	9	67	351	38	9	6	27	2	7	4.2	Plutonic		Dyke		VDMc	
2315	154	23-24 Sevan Lake	40	45.3	7	2	Stratigraphic	Europe	Armenia	T-	O	26	-62	150	56	4	24	27	2	7	4.5			Baked contact		VDMc	
2316	154	25 Sevan Lake	40	45.3	7	2	Stratigraphic	Europe	Armenia	T-	O	11	-64	155	56	6	11	29	2	7	4.7	Volcanic		Baked contact		VDMc	
2317	154	26-27 Bryaunslaikur	65.5	-23	10.5	1.5	Stratigraphic	Atlantic Ocean	Iceland	T-	O	22	-67	173	48	5	41	26	1	4	4.1			Baked contact		VDMc	
