Data	Ref	IDENT	SLAT	SLONG	AGE	DAGE	AgeMtd	Continent	Country	IntM	P	Ndir	INC	DEC	k	a95	Nint	F	DF	DF%	VDM	GROUP	TYPE	FORM	ROCKMAG	COMMENTS	LOCATION NAME
986	72	Ice lava M30	65	-15	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	N		64.7	353.9			1	21	0.8	4	3.4	Volcanic		Lava Flow			
987	72	Ice lava N7A	65	-15	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	N		64.7	353.9			1	44	1.3	3	7.1	Volcanic		Lava Flow			
988	72	Ice lava WA04	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	N		64.7	353.9			1	20	1.3	6	3.2	Volcanic		Lava Flow			
989	72	Ice lava WA16	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	N		64.7	353.9			1	42	1	2	6.7	Volcanic		Lava Flow			
990	72	Ice lava WB03	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	N		64.7	353.9			1	37	1	3	5.9	Volcanic		Lava Flow			
991	72	Ice lava WB10	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	N		64.7	353.9			1	37	2.6	7	5.9	Volcanic		Lava Flow			
992	72	Ice lava WC54	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	N		64.7	353.9			1	22			3.5	Volcanic		Lava Flow			
993	72	Ice lava WC75	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	R		-64.7	173.9			1	30	0.8	3	4.8	Volcanic		Lava Flow			
994	72	Ice lava WG10	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	N		64.7	353			1	43	2.4	6	6.9	Volcanic		Lava Flow			
995	72	Ice lava WG11	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	R		-64.7	173.9			1	45	2.5	6	7.2	Volcanic		Lava Flow			
996	72	Ice lava WG12	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	R		-64.7	173.9			1	40	1.3	3	6.4	Volcanic		Lava Flow			
997	72	Ice lava WG13	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	R		-64.7	173.9			1	37	0.6	2	5.9	Volcanic		Lava Flow			
998	72	Ice lava WK4	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	T		-64.7	173.9			1	11	0.8	7	1.8	Volcanic		Lava Flow			
999	72	Ice lava WL3	65	-20	13.3	11.3	Estimated age	Atlantic Ocean	Iceland	WZ	T		-64.7	173.9			1	36	3.3	9	5.8	Volcanic		Lava Flow			
1000	72	Scottish A	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			1	19			3.3			Baked contact			
1001	72	Scottish C	56	-5	44.3	3.4	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			2	28	3.5	12	4.9			Baked contact			
1002	72	Scottish D	56	-5	51.4	3.5	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			1	17			3			Baked contact			
1003	72	Scottish E	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			1	35			6.2			Baked contact			
1004	72	Scottish F	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			2	27	1.4	5	4.8			Baked contact			
1005	72	Scottish G	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			2	51	8.5	17	9			Baked contact			
1006	72	Scottish K	56	-5	53.3	1.7	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			1	25			4.4			Baked contact			
1007	72	Scottish L	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			1	20			3.5			Baked contact			
1008	72	Scottish M	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			1	27			4.8			Baked contact			
1009	72	Scottish N	56	-5	51	6.2	K/Ar	Europe	United Kingdom	WZ	N		59.3	352			2	25	3	12	4.4			Baked contact			
1010	72	Scottish P	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			2	25	3.5	14	4.4			Baked contact			
1011	72	Scottish Q	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			2	64	4.2	7	11.3			Baked contact			
1012	72	Scottish S	56	-5	40.9	2.6	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			2	52	2.1	4	9.1			Baked contact			
1013	72	Scottish U	56	-5	42.4	4.1	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			3	20	2.3	12	3.5			Baked contact			
1014	72	Scottish V	56	-5	33.9	1.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			2	45	4.2	9	7.9			Baked contact			
1015	72	Scottish W	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			1	19			3.3			Baked contact			
1016	72	Scottish Y	56	-5	57.1	1.1	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			2	2.7	0.8	30	1.4			Baked contact		VDMC = 0.5	
1017	72	Scottish Z	56	-5	44.8	20.2	K/Ar	Europe	United Kingdom	WZ	R		-59.3	172			1	5	0.6	12	1			Baked contact			
1018	73	Ochil Hills CA2-1	56.2	-3.6	398	13	Geologic timescale	Europe	United Kingdom	Z	O		-2	207			1	2.9	0.1	3	0.8	Volcanic		Lava Flow			
1019	73	Ochil Hills CA3-1	56.2	-3.6	397.5	10.5	Geologic timescale	Europe	United Kingdom	Z	O		-6	201			1	1.4	0.1	7	0.3	Volcanic		Lava Flow			
1020	73	Ochil Hills CA3-3	56.2	-3.6	397.5	10.5	Geologic timescale	Europe	United Kingdom	Z	O		3	201.5			1	1.2	0.1	8	0.3	Volcanic		Lava Flow			
1021	74	HS	64.7	-14.3	10	10	Geologic timescale	Atlantic Ocean	Iceland	Z	O		-70.6	243.3			4	12.1	1.3	11	1.8	Volcanic		Lava Flow			
1022	75	Gravnoi	45.5	3	1	1	Estimated age	Europe	France	T-	N		58.5	347.5			4	18			3.1	Sediment		Baked contact			
1023	76	BC 32 36	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	36	2	6		Volcanic	Basalt				
1024	76	BL 56 59	11.6	107.8	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	33	2	6		Volcanic	Basalt				
1025	76	DM 37	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	34.5	1.5	4		Volcanic	Basalt				
1026	76	KS 23 25	16.6	106.7	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	49.5	2.5	5		Volcanic	Basalt				
1027	76	LK 01 07	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	51	4	8		Volcanic	Basalt				
1028	76	LK 08 10	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	35	2	6		Volcanic	Basalt				
1029	76	LK 11 14	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	39.5	4.5	11		Volcanic	Basalt				
1030	76	LK 16 18	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	37.5	0.5	1		Volcanic	Basalt				
1031	76	LK 19	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	40	2	5		Volcanic	Basalt				
1032	76	LK 20	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	44	4	9		Volcanic	Basalt				
1033	76	LK 21	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	45	3	7		Volcanic	Basalt				
1034	76	LK 22 26	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	37	4	11		Volcanic	Basalt				
1035	76	LK 24 30	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	60.5	4.5	7		Volcanic	Basalt				
1036	76	LK 47	11	107.2	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	44.5	1.5	3		Volcanic	Basalt				
1037	76	PL 38	13.9	107.9	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	40.5	1.5	4		Volcanic	Basalt				
1038	76	SC 30 37 41	13.5	109.2	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	41	3	7		Volcanic	Basalt				
1039	76	XL 42 43	10.9	107.2	0.7	0.3	Estimated age	Asia	Vietnam	HeZ	O						2	37	4	11		Volcanic	Basalt				
1040	77	1234-37	50	18	110	10	Geologic timescale	Europe	Slovakia	TZ	O						5	28.7	2.3	8				Baked contact			
1041	77	252-260	49	20	427.5	2.5	Geologic timescale	Europe	Slovakia	T-	O						6	23.5	4.7	20		Volcanic	Rhyolite				
1042	77	330	48	19	3	3	Geologic timescale	Europe	Slovakia	TZ	O						2	37.6	4.2	11		Volcanic	Basalt				
1043	77	332	48	19	0.5	0.2	K/Ar	Europe	Slovakia	T-	O						2	27.3	2.4	9		Volcanic					
1044	77	338	48	19	3	3	Geologic timescale	Europe	Slovakia	T-	O						2	11.3	3.3	29		Volcanic					
1045	77	340	48	19	3	3	Geologic timescale	Europe	Slovakia	T-	O						2	13.2	3.8	29		Volcanic					
1046	77	342	48	19	3	3	Geologic timescale	Europe	Slovakia	T-	O						2	62.5	5.6	9		Volcanic					
1047	77	351	48	19	6.2	4.5	K/Ar	Europe	Slovakia	T-	O						2	14.6	2.8	19		Volcanic					
1048	77	352	48	19	1.5	0.3	K/Ar	Europe	Slovakia	T-	O						2	16.4	6.1	37		Volcanic					
1049	77	355	48	19	1.7	0.3	K/Ar	Europe	Slovakia	T-	O						2	99.2	10.3	10		Volcanic					
1050	77	356	48	19	3	3	Geologic timescale	Europe	Slovakia	T-	O						2	13.2	0.9	7		Volcanic					
1051	77	357	48	19	2.8	0.4	K/Ar	Europe	Slovakia	T-	O						2	36.7	5.2	14		Volcanic					
1052	77	358	48	19	3	3	Geologic timescale	Europe	Slovakia	T-	O						2	53.6	4.2	8		Volcanic					
1053	77	359	48	19	1.4	0.3	K/Ar	Europe	Slovakia	T-	O						2	37.6	10.3	27		Volcanic					
1054	77	361	48	19	3	3	Geologic timescale	Europe	Slovakia	T-	O						2	9.9	3.3	33		Volcanic					
1055	78	1	20.7	-102.2	13	2	K/Ar	North America	Mexico	S	O	7	36.2	317.7	33		2	56.8	0.4	1	13	Volcanic					
1056	78	2	20.7	-102.2	30	20	Geologic timescale	North America	Mexico	S	O	8	47	352.2	26		1	58.5			11.7	Volcanic					
1057	78	3	20.7	-102.2	30	20	Geologic timescale	North America	Mexico	S	O	8	39.4	339.7	107		2	52.6	1.7	3	11.4	Volcanic					
1058	78	4	20.6	-102.2	52	10	K/Ar	North America	Mexico	S	O	7	40.9	323.4	8		2	8.4	0.2	2	1.9	Volcanic					
1059	78	7	20.7	-102.5	14	2	K/Ar	North America	Mexico	S	O	6	-28.5	154.7	6		1	20.5			4.8	Volcanic					
1060	78	8	20.8	-102.4	12	2	K/Ar	North America	Mexico	S	O	9	-33.6	4.5	12		2	28.6	11.5	40	6.5	Volcanic					
1061	79	Maseru trans	-29.5	28	196	52	Geologic timescale	Africa	Lesotho	Z	T						22	3.9	0.5	13		Volcanic		Lava Flow			
1062	79	Sani Pass & Maseru	-29.5	28	196	52	Geologic timescale	Africa	South Africa	Z	N	54	-52	329				19	0.2	1	3.6	Volcanic		Lava Flow			
1063	80	baked laterite	55.1	-6.4	33.5	31.5	Geologic timescale	Europe	Ireland	W	O		-41	178		8	2	42	3	7	8.9			Baked contact			
1064	81	Deccan-BO3	19.3	74	67	1	Ar/Ar	Asia	India	S	O		69	157			2	25.5	4	16	3.9	Volcanic		Lava Flow			
1065	81	Deccan-IG01	19.7	73.4	67	1	Ar/Ar	Asia	India	S	O		-81	297			2	16	0.7	4	2.2	Volcanic		Lava Flow			
1066	81	Deccan-IG05	19.7	73.5	67	1	Ar/Ar	Asia	India	S	O		-33	43			1	16.6			3.8	Volcanic		Lava Flow			
1067	81	Deccan-IG09	19.7	73.5	67	1	Ar/Ar	Asia	India	S	O		27	155			1	17.8			4.2	Volcanic		Lava Flow			
1068	81	Deccan-IG11	19.7	73.5	67	1	Ar/Ar	Asia	India	S	O		38	160			1	15.1			3.4	Volcanic		Lava Flow			
1069	81	Deccan-IG24	19.8	73.6	67	1	Ar/Ar	Asia	India	S	O		71	149			2	55.6	12.8	23	8.2	Volcanic		Lava Flow			
1070	81	Deccan-KH1	18.8	73.4	67	1	Ar/Ar	Asia	India	S	O		39	164			2	24.1	4.2	17	5.2	Volcanic		Lava Flow			
1071	81	Deccan-MD45	19.3	73.9	67	1	Ar/Ar	Asia	India	S	O		62	148			2	12.1	1	8	2	Volcanic		Lava Flow			
1072	81	Deccan-PUNE1	18.5	73.9	67	1	Ar/Ar	Asia	India	S	O		62	119			2	21.3	1.5	7	3.6	Volcanic		Lava Flow			
1073	81	Deccan-PUNE2	18.5	73.9	67	1	Ar/Ar	Asia	India	S	O		9	142			2	9.2	1.7	18	2.4	Volcanic		Lava Flow			
1074	81	Deccan-RN01	22.5	75.8	67	1	Ar/Ar	Asia	India	S	O		56	135			2	18.7	3	16	3.4	Volcanic		Lava Flow			
1075	81	Deccan-RN03	22.4	75.6	67	1	Ar/Ar	Asia	India	S	O		36	149			1	31.9			7.1	Volcanic		Lava Flow			
1076	81	Deccan-RN04	22.3	75.5	67	1	Ar/Ar	Asia	India	S	O		-55	16			2	15.1	4	26	2.8	Volcanic		Lava Flow			
1077	81	Deccan-RN08	22.6	74.1	67	1	Ar/Ar	Asia	India	S	O		32	172			2	21.2	2.1	10	4.9	Volcanic		Lava Flow			
1078	81	Deccan-RN09	22.6	74.1	67	1	Ar/Ar	Asia	India	S	O		77	208			2	25.4	0.1	0	3.5	Volcanic		Lava Flow			
1079	81	Deccan-RN10	22.6	74.1	67	1	Ar/Ar	Asia	India	S	O		75	231			2	21.6	3.3	15	3.1	Volcanic		Lava Flow			
1080	81	Deccan-RN16	22.2	75.6	67	1	Ar/Ar	Asia	India	S	O		7	166			1	45.5			11.7	Volcanic		Lava Flow			
1081	81	Deccan-RN17	22.2	75.6	67	1	Ar/Ar	Asia	India	S	O		6	154			2	13.7	0.2	1	3.5	Volcanic		Lava Flow			
1082	81	Deccan-RN18	22.1	74.9	67	1	Ar/Ar	Asia	India	S	O		72	164			2	45.5	4.4	10	6.7	Volcanic		Lava Flow			
1083	81	Deccan-TRM11	19.9	73.5	67	1	Ar/Ar	Asia	India	S	O		14	152			1	25.7			6.5	Volcanic		Lava Flow			
1084	81	Disco-2-09	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-76	145			3	21.4	3	14	3	Volcanic		Lava Flow			
1085	81	Disco-2-10	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-72	172			8	63.4	3.8	6	9.3	Volcanic		Lava Flow			
1086	81	Disco-2-11	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-59	144.5			2	15.6	1.3	8	2.7	Volcanic		Lava Flow			
1087	81	Disco-2-12	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-59	144.5			1	29.8			5.2	Volcanic		Lava Flow			
1088	81	Disco-2-13	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-75.5	205			5	36.3	6.4	18	5.1	Volcanic		Lava Flow			
1089	81	Disco-2-14	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-62	131			5	20.2	1.8	9	3.4	Volcanic		Lava Flow			
1090	81	Disco-2-15	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-49	143			6	10.2	1.1	11	2	Volcanic		Lava Flow			
1091	81	Disco-2-16	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-72.5	113.5			7	17.8	2.1	12	2.6	Volcanic		Lava Flow			
1092	81	Disco-2-17	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-69	173			8	70.6	6.2	9	10.7	Volcanic		Lava Flow			
1093	81	Disco-2-18	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-71.5	146			7	40.6	6.2	15	6	Volcanic		Lava Flow			
1094	81	Disco-2-19	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-68	143.5			7	24.3	4.5	19	3.7	Volcanic		Lava Flow			
1095	81	Disco-2-20	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-72.5	172			5	21.7	4.3	20	3.2	Volcanic		Lava Flow			
1096	81	Disco-3-21	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-72.5	158			8	36.8	5	14	5.4	Volcanic		Lava Flow			
1097	81	Disco-3-22	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-80.5	251			4	59.8	5.1	9	8	Volcanic		Lava Flow			
1098	81	Disco-3-23	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-76.5	175			2	24	6.6	28	3.3	Volcanic		Lava Flow			
1099	81	Disco-3-24	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-62.5	170.5			2	26	6	23	4.3	Volcanic		Lava Flow			
1100	81	Disco-3-25	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-63.5	128.5			1	36			5.9	Volcanic		Lava Flow			
1101	81	Disco-3-26	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-67	143.5			2	25.1	2.9	12	3.9	Volcanic		Lava Flow			
1102	81	Disco-3-27	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-78.5	196			2	51.8	3	6	7.1	Volcanic		Lava Flow			
1103	81	Disco-3-28	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-47	81			4	74.6	4.4	6	14.9	Volcanic		Lava Flow			
1104	81	Disco-3-29	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-74	159			1	35.5			5.1	Volcanic		Lava Flow			
1105	81	Disco-3-32	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-79	233			3	22.6	3.6	16	3.1	Volcanic		Lava Flow			
1106	81	Disco-3-33	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-82.5	231			3	25.4	0.9	4	3.4	Volcanic		Lava Flow			
1107	81	Disco-3-34	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-69.5	247			2	78.2	9	12	11.8	Volcanic		Lava Flow			
1108	81	Disco-3-35	70.2	-53.4	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-68.5	187.5			1	36.8			5.6	Volcanic		Lava Flow			
1109	81	Disco-5-39	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-76	150			11	51.1	3	6	7.2	Volcanic		Lava Flow			
1110	81	Disco-5-40	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-81.5	143			5	76.6	34.2	45	10.2	Volcanic		Lava Flow			
1111	81	Disco-5-41	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-62	109.5			7	76.1	5.2	7	12.7	Volcanic		Lava Flow			
1112	81	Disco-5-42	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-65	153			4	57.6	17.9	31	9.2	Volcanic		Lava Flow			
1113	81	Disco-5-43	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-63.5	141			8	19.8	2	10	3.2	Volcanic		Lava Flow			
1114	81	Disco-5-44	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-74	92			9	29.8	6.2	21	4.3	Volcanic		Lava Flow			
1115	81	Disco-5-45	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-85	107			6	19.8	1.6	8	2.6	Volcanic		Lava Flow			
1116	81	Disco-5-46	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-61	126.5			6	24.7	1.8	7	4.2	Volcanic		Lava Flow			
1117	81	Disco-5-49	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-75.5	91.5			1	12.8			1.8	Volcanic		Lava Flow			
1118	81	Disco-5-52	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-76	96			1	53.5			7.5	Volcanic		Lava Flow			
1119	81	Disco-5-53	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-69	154			1	93.7			14.3	Volcanic		Lava Flow			
1120	81	Disco-5-54	70.2	-53.5	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		-80.5	174			3	22	4.7	21	3	Volcanic		Lava Flow			
1121	81	Disco-6-60	70.3	-53.9	64.7	1.4	Ar/Ar	Atlantic Ocean	Greenland	S	O		62	355			1	14.6			2.4	Volcanic		Lava Flow			
1122	81	North Narmada-01	22	75	67.2	1	Ar/Ar	Asia	India	S	O		47	146			2	4.3	0.4	9	0.9	Volcanic		Lava Flow			
1123	81	North Narmada-03	22	75	67.2	1	Ar/Ar	Asia	India	S	O		-65	333			2	8.4	0.4	5	1.4	Volcanic		Lava Flow			
1124	81	North Narmada-04	22	75	67.2	1	Ar/Ar	Asia	India	S	O		-56	331			2	13.3	5	38	2.4	Volcanic		Lava Flow			
1125	81	North Narmada-06	22	75	67.2	1	Ar/Ar	Asia	India	S	O		-53	334			1	14.8			2.8	Volcanic		Lava Flow			
1126	81	North Narmada-08	22	75	67.2	1	Ar/Ar	Asia	India	S	O		30	147			2	11.1	5	45	2.6	Volcanic		Lava Flow			
1127	81	North Narmada-09	22	75	67.2	1	Ar/Ar	Asia	India	S	O		33	193			2	19.4	0.4	2	4.4	Volcanic		Lava Flow			
1128	81	North Narmada-10	22	75	67.2	1	Ar/Ar	Asia	India	S	O		56	154			1	8.5			1.5	Volcanic		Lava Flow			
1129	81	North Narmada-12	22	75	67.2	1	Ar/Ar	Asia	India	S	O		37	137			1	14.2			3.1	Volcanic		Lava Flow			
1130	81	North Narmada-13	22	75	67.2	1	Ar/Ar	Asia	India	S	O		35	168			2	8.1	2.1	26	1.8	Volcanic		Lava Flow			
1131	81	North Narmada-16	22	75	67.2	1	Ar/Ar	Asia	India	S	O		37	146			2	10	2.5	25	2.6	Volcanic		Lava Flow			
1132	81	North Narmada-17	22	75	67.2	1	Ar/Ar	Asia	India	S	O		-9	148			1	11.8			3	Volcanic		Lava Flow			
1133	81	North Narmada-20	22	75	67.2	1	Ar/Ar	Asia	India	S	O		52	335			1	27.9			5.3	Volcanic		Lava Flow			
1134	81	South Narmada-01	22	75	67.2	1	Ar/Ar	Asia	India	S	O		70	129			2	31.9	13.4	42	4.8	Volcanic		Lava Flow			
1135	81	South Narmada-02	22	75	67.2	1	Ar/Ar	Asia	India	S	O		-63	354			2	28.3	23.1	82	4.7	Volcanic		Lava Flow			
1136	81	South Narmada-04	22	75	67.2	1	Ar/Ar	Asia	India	S	O		60	143			1	39.5			6.7	Volcanic		Lava Flow			
1137	81	South Narmada-06	22	75	67.2	1	Ar/Ar	Asia	India	S	O		70	107			1	21			3.2	Volcanic		Lava Flow			
1138	81	South Narmada-09	22	75	67.2	1	Ar/Ar	Asia	India	S	O		30	154			2	18.4	8.1	44	4.3	Volcanic		Lava Flow			
1139	81	South Narmada-15	22	75	67.2	1	Ar/Ar	Asia	India	S	O		46	115			2	28.4	5.5	19	5.7	Volcanic		Lava Flow			
1140	81	South Narmada-16	22	75	67.2	1	Ar/Ar	Asia	India	S	O		52	157			1	12.8			2.4	Volcanic		Lava Flow			
1141	81	South Narmada-17	22	75	67.2	1	Ar/Ar	Asia	India	S	O		55	137			1	13.9			2.5	Volcanic		Lava Flow			
1142	81	South Narmada-18	22	75	67.2	1	Ar/Ar	Asia	India	S	O		64	160			1	12.7			2.1	Volcanic		Lava Flow			
1143	81	South Narmada-19	22	75	67.2	1	Ar/Ar	Asia	India	S	O		33	116			1	29.3			6.7	Volcanic		Lava Flow			
1144	81	South Narmada-20	22	75	67.2	1	Ar/Ar	Asia	India	S	O		34	133			1	42.8			9.7	Volcanic		Lava Flow			
1145	81	South Narmada-21	22	75	67.2	1	Ar/Ar	Asia	India	S	O		3	136			2	30.4	0.8	3	7.8	Volcanic		Lava Flow			
1146	81	South Narmada-25	22	75	67.2	1	Ar/Ar	Asia	India	S	O		35	176			2	22.7	4.9	22	5.1	Volcanic		Lava Flow			
1147	81	South Narmada-26	22	75	67.2	1	Ar/Ar	Asia	India	S	O		-47	40			1	30			6	Volcanic		Lava Flow			
1148	81	South Narmada-27	22	75	67.2	1	Ar/Ar	Asia	India	S	O		-54	342			2	11.3	3	27	2.1	Volcanic		Lava Flow			
1149	82	Kerforne-NB	48.4	-4.8	201	3	Ar/Ar	Europe	France	T+	N	24	67	47.1	79	3.3	14	18.9	2.4	13	3	Plutonic		Dyke			
1150	82	Kerforne-SB	48.4	-4.8	201	3	Ar/Ar	Europe	France	T+	N	18	64.1	26.2	457	1.6	20	20.3	5	25	3.3	Plutonic		Dyke			
1151	82	Messejana-O1	37.6	-8.7	201	3	Ar/Ar	Europe	Portugal	T+	N	5	42.6	328.7	588	3.2	5	20.4	2.3	11	4.3	Plutonic		Dyke			
1152	82	Messejana-O2	37.6	-8.6	201	3	Ar/Ar	Europe	Portugal	T+	N	13	43.4	355.8	368	2.2	13	16.5	2.5	15	3.4	Plutonic		Dyke			
1153	82	Messejana-P1	39.9	-6.3	201	3	Ar/Ar	Europe	Spain	T+	N	14	56	334.8	373	2.1	4	22.9	4.9	21	4.1	Plutonic		Dyke			
1154	82	Messejana-P2	40	-6.1	201	3	Ar/Ar	Europe	Spain	T+	N	5	36.5	348.1	198	5.4	3	17.5	2	11	3.9	Plutonic		Dyke			
1155	83	Hart dolerite	-17.5	127.1	1726	25	Geologic timescale	Australia	Australia	ONR	O		2	121			30	4.8			1.2	Volcanic	Dolerite				
1156	84	Tagmyr 01	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	20	-77	288		2	21	26	1	4	3.6	Volcanic	Basalt	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1157	84	Tagmyr 02	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	20	-76	293		3	13	25	1	4	3.5	Plutonic		Dyke	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1158	84	Tagmyr 03	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	18	73	138		4	17	24	1	4	3.5	Volcanic	Basalt	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1159	84	Tagmyr 04	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	13	17	149		6	15	23	2	9	5.8	Plutonic		Dyke	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
1160	84	Tagmyr 05	69.5	91	245	5	Geologic timescale	Asia	Russia	T-	O	10	71	131		5	11	23	1	4	3.4	Volcanic	Basalt	Baked contact	lavas and baked contacts with hematite or magnetit	Replace Ref 12 to 14	
