tab	sites
site	location	samples	specimens	age	age_sigma	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	description	software_packages	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	citations	method_codes	result_quality	result_type	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
mc150	McMurdo		mc150c1 : mc150e1 : mc150f1 : mc150g1:mc150b1	3.57	0.07	Ma	6.9	A	253.5	84.3	125.5	5.0	5.0	0.0	p	r	4.9681	0.0	-77.714	162.637	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc152	McMurdo		mc152b1 : mc152b2 : mc152c1 : mc152i1 : mc152k1:mc152a1	3.87	0.075	Ma	1.9	A	327.2	-85.3	1325.5	6.0	5.0	1.0	p	n	5.9966	0.0	-77.71600000000001	162.645	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc153	McMurdo		mc153a2 : mc153c1 : mc153e1 : mc153i1 : mc153j1 : mc153m1:mc153a1	2.53	0.065	Ma	5.8	A	315.9	58.4	109.7	7.0	7.0	0.0	p	t	6.9453	0.0	-77.76	162.144	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc153	McMurdo	mc153c	mc153c1	2.53	0.065	Ma													-77.76	162.144	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	3.448e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:LP-PI-TRM	g												
mc154	McMurdo		mc154b1 : mc154e1 : mc154f1 : mc154h1:mc154a1	2.19	0.04	Ma	3.7	A	297.9	87.1	429.1	5.0	5.0	0.0	p	r	4.9907	0.0	-77.719	162.626	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc154	McMurdo	mc154j:mc154a	mc154j2:mc154a2	2.19	0.04	Ma													-77.719	162.626	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	7.97e-06	9.535e-07	11.96	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc155	McMurdo		mc155b1 : mc155c1 : mc155e2 : mc155g1 : mc155h1 : mc155i1 : mc155m1:mc155a1	1.5	0.025	Ma	3.7	A	226.2	77.7	221.3	8.0	8.0	0.0	p	r	7.9684	0.0	-77.699	162.253	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc155	McMurdo	mc155h : mc155m:mc155c	mc155h1 : mc155m1:mc155c1	1.5	0.025	Ma													-77.699	162.253	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.893e-05	4.6039999999999995e-06	15.92	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc156	McMurdo		mc156c1 : mc156f1 : mc156g1 : mc156h1:mc156a1	1.89	0.065	Ma	4.2	A	161.3	71.1	340.9	5.0	5.0	0.0	p	r	4.9883	0.0	-77.705	162.592	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc157	McMurdo		mc157b2 : mc157c2 : mc157e2 : mc157f1 : mc157j1 : mc157k1:mc157a2	4.0	4.0	Ma	6.9	A	262.7	70.7	76.6	7.0	7.0	0.0	p	r	6.9217	0.0	-77.703	162.264	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc158	McMurdo		mc158b2 : mc158c1 : mc158d1 : mc158f1 : mc158h1:mc158a1	3.74	0.125	Ma	2.9	A	46.9	43.2	555.8	6.0	5.0	1.0	p	t	5.9919	0.0	-77.688	162.46200000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc158	McMurdo	mc158b	mc158b1	3.74	0.125	Ma													-77.688	162.46200000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	4.5189999999999994e-06	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc160	McMurdo		mc160a2 : mc160b1 : mc160c1 : mc160e1 : mc160e2 : mc160f2 : mc160h2 : mc160j1 : mc160j2:mc160a1	3.47	0.025	Ma	3.2	A	227.9	76.2	227.7	10.0	8.0	2.0	p	r	9.9649	0.0	-77.687	162.35399999999998	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc160	McMurdo	mc160f:mc160a	mc160f2:mc160a1	3.47	0.025	Ma													-77.687	162.35399999999998	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.18e-05	1.296e-06	5.944	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc161	McMurdo		mc161b1 : mc161e1 : mc161f1 : mc161g1 : mc161k1:mc161a1	4.0	4.0	Ma	4.1	A	171.3	55.1	281.0	6.0	5.0	1.0	p	r	5.984	0.0	-77.702	162.694	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc161	McMurdo	mc161g:mc161b	mc161g1:mc161b1	4.0	4.0	Ma													-77.702	162.694	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	4.95e-06	1.204e-06	24.31	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc162	McMurdo		mc162b2 : mc162c1 : mc162f1 : mc162g1 : mc162i1 : mc162j1:mc162b1	2.56	0.065	Ma	3.8	A	174.6	58.1	270.7	7.0	5.0	2.0	p	r	6.9815	0.0	-77.70100000000001	162.69	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc162	McMurdo	mc162c	mc162c1	2.56	0.065	Ma													-77.70100000000001	162.69	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	8.422999999999999e-06	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc163	McMurdo		mc163b1 : mc163c1 : mc163d1 : mc163e1 : mc163f1:mc163a1	1.5	0.75	Ma	4.2	A	175.6	51.5	261.2	6.0	5.0	1.0	p	r	5.9828	0.0	-77.7	162.68	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc164	McMurdo		mc164a2 : mc164b1 : mc164c1 : mc164f1 : mc164g2 : mc164h1 : mc164i1 : mc164j1 : mc164l2:mc164a1	1.364	0.05	Ma	1.1	A	199.9	86.1	1912.3	10.0	10.0	0.0	p	r	9.9953	0.0	-77.514	169.33	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc164	McMurdo	mc164f : mc164j:mc164c	mc164f1 : mc164j1:mc164c1	1.364	0.05	Ma													-77.514	169.33	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	8.129e-05	6.482999999999999e-08	0.07975	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc165	McMurdo		mc165b1 : mc165b2 : mc165c1 : mc165c2 : mc165g1 : mc165h2 : mc165i2:mc165a1	1.4509999999999998	0.03	Ma	4.2	A	141.9	81.8	174.1	8.0	8.0	0.0	p	r	7.9598	0.0	-77.513	169.332	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc165	McMurdo	mc165c : mc165h : mc165i:mc165b	mc165c1 : mc165h2 : mc165i2:mc165b1	1.4509999999999998	0.03	Ma													-77.513	169.332	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	2.628e-05	1.685e-06	6.412000000000001	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc166	McMurdo		mc166b1 : mc166b2 : mc166c1 : mc166c2 : mc166h2 : mc166i1 : mc166i2:mc166a1	1.334	0.06	Ma	2.2	A	224.9	73.8	634.1	8.0	8.0	0.0	p	r	7.989	0.0	-77.84899999999999	166.67	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc166	McMurdo	mc166c : mc166h : mc166i:mc166b	mc166c1 : mc166h2 : mc166i2:mc166b1	1.334	0.06	Ma													-77.84899999999999	166.67	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.911e-05	6.716000000000001e-06	23.07	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	g												
mc167	McMurdo		mc167b1 : mc167d2 : mc167e1 : mc167e2 : mc167f2 : mc167h1 : mc167j1 : mc167k1:mc167a1	1.5	0.75	Ma	5.7	A	179.7	74.5	82.1	9.0	9.0	0.0	p	r	8.9026	0.0	-77.487	169.294	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc167	McMurdo	mc167d : mc167k:mc167b	mc167d2 : mc167k1:mc167b1	1.5	0.75	Ma													-77.487	169.294	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	4.346e-05	1.128e-06	2.596	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:SM-TTEST:LP-PI-TRM	g												
mc168	McMurdo		mc168f1 : mc168h1 : mc168h2 : mc168i1 : mc168j1 : mc168k1:mc168c1	1.38	0.025	Ma	3.0	A	187.3	68.2	398.3	7.0	7.0	0.0	p	r	6.9849	0.0	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc170	McMurdo		mc170c2 : mc170d1 : mc170e2 : mc170f1:mc170a1	1.03	0.05	Ma	0.9	A	2.7	-87.2	7835.9	5.0	5.0	0.0	p	n	4.9995	0.0	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc19	McMurdo		mc19b : mc19c : mc19d : mc19e : mc19f : mc19g:mc19a	4.0	4.0	Ma	2.8	A	146.8	-78.4	474.8	7.0	6.0	1.0	p	n	6.9884	0.0	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc19	McMurdo	mc19b	mc19b	4.0	4.0	Ma													-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	2.518e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc20	McMurdo		mc20b : mc20c : mc20d : mc20e : mc20f : mc20h:mc20a	0.77	0.016	Ma	3.9	A	138.7	-77.3	243.7	7.0	7.0	0.0	p	n	6.9754	0.0	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Basalt volcanic dike cutting eroded cone, Dailey Island. . Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc200	McMurdo		mc200a2 : mc200b2 : mc200c2 : mc200d2:mc200a1	0.073	0.005	Ma	3.9	A	296.8	-83.7	389.6	5.0	5.0	0.0	p	n	4.9897	0.0	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc200	McMurdo	mc200c : mc200i:mc200b	mc200c1 : mc200i1:mc200b1	0.073	0.005	Ma													-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	1.431e-05	1.2220000000000001e-06	8.545	3.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc201	McMurdo		mc201b2 : mc201c1 : mc201d1 : mc201e1 : mc201j1:mc201a1	0.08900000000000001	0.005	Ma	3.4	A	256.8	-79.6	385.7	6.0	6.0	0.0	p	n	5.987	0.0	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc202	McMurdo		mc202d1 : mc202f1 : mc202h1 : mc202j1:mc202c1	0.539	0.006	Ma	1.3	A	341.0	-47.1	3519.1	5.0	5.0	0.0	p	n	4.9989	0.0	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc203	McMurdo		mc203c1 : mc203d1 : mc203g1 : mc203h1:mc203a1	4.0	4.0	Ma	1.8	A	137.0	77.1	1785.1	5.0	5.0	0.0	p	r	4.9978	0.0	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc204	McMurdo		mc204c1 : mc204h1 : mc204k1 : mc204l1:mc204a1	0.04	0.05	Ma	3.2	A	99.4	-75.8	586.7	5.0	5.0	0.0	p	n	4.9932	0.0	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc205	McMurdo		mc205a2 : mc205b1 : mc205c1 : mc205d1 : mc205e1 : mc205h1 : mc205h2 : mc205k1:mc205a1	0.368	0.01	Ma	1.3	A	284.7	-34.6	1716.6	9.0	7.0	2.0	p	t	8.9959	0.0	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc205	McMurdo	mc205h : mc205i : mc205k:mc205b	mc205h1 : mc205i2 : mc205k1:mc205b1	0.368	0.01	Ma													-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	4.716e-05	1.222e-05	25.9	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc206	McMurdo		mc206b1 : mc206c1 : mc206d1 : mc206e1 : mc206f1 : mc206g1 : mc206h1 : mc206i1 : mc206k1:mc206a1	0.5	0.5	Ma	3.3	A	327.6	-32.0	217.6	10.0	8.0	2.0	p	t	9.9632	0.0	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc206	McMurdo	mc206b	mc206b1	0.5	0.5	Ma													-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	7.767e-05	0.0	0.0	1.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc207	McMurdo		mc207d1 : mc207g2 : mc207h2 : mc207k2:mc207a1	4.0	4.0	Ma	4.3	A	46.8	-70.6	313.2	5.0	5.0	0.0	p	n	4.9872	0.0	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc208	McMurdo		mc208b1 : mc208c2 : mc208d2 : mc208e2 : mc208f2:mc208a1	4.0	4.0	Ma	3.9	A	38.1	-66.6	315.1	6.0	5.0	1.0	p	n	5.9857	0.0	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc209	McMurdo		mc209b1 : mc209b2 : mc209c2 : mc209e2 : mc209f1:mc209a1	4.0	4.0	Ma	2.2	A	60.3	-61.6	979.8	6.0	5.0	1.0	p	n	5.9954	0.0	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc21	McMurdo		mc21b : mc21c : mc21d : mc21e : mc21f : mc21g : mc21h:mc21a	4.0	4.0	Ma	3.2	A	329.7	79.3	309.1	8.0	8.0	0.0	p	r	7.9774	0.0	-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc21	McMurdo	mc21b : mc21c : mc21e:mc21a	mc21b : mc21c : mc21e:mc21a	4.0	4.0	Ma													-78.21	166.49	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	4.503e-05	3.422e-06	7.599	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-ZI:LP-PI-TRM	g												
mc210	McMurdo		mc210b2 : mc210c2 : mc210e1 : mc210i2:mc210a2	4.0	4.0	Ma	1.9	A	50.0	-69.5	1627.2	5.0	5.0	0.0	p	n	4.9975	0.0	-77.69125	166.3743	Intrusive:Igneous	Volcanic Dike	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc211	McMurdo		mc211e1 : mc211e2 : mc211g1 : mc211g2 : mc211h1 : mc211i1:mc211a1	4.0	4.0	Ma	2.5	A	5.0	-56.0	604.2	7.0	7.0	0.0	p	n	6.9901	0.0	-77.66147	166.3397	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc211	McMurdo	mc211e:mc211b	mc211e1:mc211b1	4.0	4.0	Ma													-77.66147	166.3397	Extrusive:Igneous	Lava Flow	Phonolite	Lisa Tauxe	IE-SPEC		pmagpy-2.60	8.601e-05	1.529e-05	17.78	2.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc212	McMurdo		mc212b2 : mc212c2 : mc212d2 : mc212g2:mc212a1	2.6	0.15	Ma	2.2	A	43.6	19.2	1207.4	5.0	5.0	0.0	p	t	4.9967	0.0	-77.56505	166.35938000000002	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc213	McMurdo		mc213f2 : mc213g2 : mc213h2 : mc213i2:mc213e2	2.5	2.5	Ma	4.3	A	180.6	70.7	323.6	5.0	5.0	0.0	p	r	4.9876	0.0	-77.22331	166.42877	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc214	McMurdo		mc214b1 : mc214b2 : mc214d1 : mc214d2 : mc214g1 : mc214g2 : mc214h1 : mc214j1 : mc214j2:mc214a2	2.5	2.5	Ma	1.0	A	177.5	77.4	2549.0	10.0	10.0	0.0	p	r	9.9965	0.0	-77.22355	166.4294	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc214	McMurdo	mc214d : mc214g : mc214h : mc214j:mc214b	mc214d1 : mc214g1 : mc214h1 : mc214j1:mc214b1	2.5	2.5	Ma													-77.22355	166.4294	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	4.381e-05	3.1260000000000002e-06	7.1339999999999995	5.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc215	McMurdo		mc215a2 : mc215b1 : mc215c1 : mc215c2 : mc215d1 : mc215d2 : mc215h2 : mc215i1:mc215a1	0.342	0.01	Ma	2.1	A	341.2	-79.2	590.4	9.0	8.0	1.0	p	n	8.9873	0.0	-77.4773	166.89491	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc216	McMurdo		mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2:mc216a2	0.508	0.01	Ma	5.8	A	345.1	-45.2	135.2	6.0	6.0	0.0	p	n	5.962999999999999	0.0	-77.42390999999999	166.81075	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc217	McMurdo		mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2:mc217a2	0.157	0.005	Ma	4.5	A	285.0	-71.5	129.7	9.0	9.0	0.0	p	n	8.9383	0.0	-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc217	McMurdo	mc217b : mc217c : mc217d : mc217e:mc217a	mc217b1 : mc217c1 : mc217d1 : mc217e1:mc217a1	0.157	0.005	Ma													-77.50885	167.44064	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC		pmagpy-2.60	3.032e-05	4.625e-06	15.25	5.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc218	McMurdo		mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2:mc218b2	0.026000000000000002	0.005	Ma	5.8	A	348.6	-82.0	108.2	7.0	7.0	0.0	p	n	6.9446	0.0	-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc218	McMurdo	mc218b : mc218d : mc218i : mc218j:mc218a	mc218b1 : mc218d1 : mc218i1 : mc218j1:mc218a1	0.026000000000000002	0.005	Ma													-77.56218	166.97756	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	3.43e-05	2.48e-06	7.231	5.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:SM-TTEST:LP-PI-TRM	g												
mc219	McMurdo		mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2:mc219a1	1.334	0.122	Ma	1.8	A	226.9	75.2	862.2	9.0	9.0	0.0	p	r	8.9907	0.0	-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
mc219	McMurdo	mc219c : mc219d : mc219e:mc219a	mc219c1 : mc219d1 : mc219e1:mc219a1	1.334	0.122	Ma													-77.84783	166.67453	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	IE-SPEC	Intensity included in Pmag_Results.	pmagpy-2.60	3.025e-05	3.8069999999999997e-06	12.59	4.0	This study	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g												
mc220	McMurdo		mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2:mc220a1	0.531	0.02	Ma	2.1	A	21.9	-82.9	516.1	10.0	10.0	0.0	p	n	9.9826	0.0	-77.45702	166.91009	Extrusive:Igneous	Lava Flow	Basalt	Lisa Tauxe	DE-SPEC	Direction included in Pmag_Results.	pmagpy-2.60					This study	DA-DIR-GEO:DE-BFL:DE-FM	g												
