tab	images
location	site	file	keywords	title	type	citations	photographers	timestamp
McMurdo	mc219	DSC_0067C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0068C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0069C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0070C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0071C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0072C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0073C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0074C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0075C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0076C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0077C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0078C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	DSC_0079C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc219	IMG_4548C.JPG	McMurdo Volcanics: paleomagnetic sampling :MCM lava flow	MC219 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-17T00:00:00Z
McMurdo	mc220	DSC_0001D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	MC220 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc220	DSC_0002D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	MC220 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc220	DSC_0004D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	MC220 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc220	DSC_0005D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	MC220 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc220	DSC_0006D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	MC220 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc220	DSC_0007D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	MC220 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc220	DSC_0008D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	MC220 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc220	DSC_0024D.JPG	McMurdo Volcanics: paleomagnetic sampling :Abbot Peak	MC220 view from outcrop	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0022D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0023D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0024E.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0025D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0026D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0027D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0028D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0029D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0030D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0031D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc221	DSC_0033D.JPG	McMurdo Volcanics: paleomagnetic sampling :W. Hooper's shoulder	MC221 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0037B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0038B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0039B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0040B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0041B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0042C.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0043B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0044B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc222	DSC_0045B.JPG	McMurdo Volcanics: paleomagnetic sampling :SW Hooper's shoulder	MC222 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0035B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0036B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0053B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0054B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0056B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0057B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0058B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0059B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0060B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0061B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0062B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0063B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0064B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0065B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc223	DSC_0066B.JPG	McMurdo Volcanics: paleomagnetic sampling :Top Turk's head	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-18T00:00:00Z
McMurdo	mc224	DSC_0080B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC224 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0093B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC224 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0119B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	Hubert Staudigel using sun compass	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0120B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0121B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0122B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0123B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0124B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0125B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0126B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0127B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	DSC_0334B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 aerial view	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	IMG_2204B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 view from outcrop	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc224	IMG_2205B.JPG	McMurdo Volcanics: paleomagnetic sampling :Hooper's shoulder peak	MC223 view from outcrop	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0141B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC225 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0142B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0160B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0161B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0162B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0163B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0164B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0165B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0166B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0167B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 view from outcrop	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc225	DSC_0168B.JPG	McMurdo Volcanics: paleomagnetic sampling :William's Cliff	MC225 view from outcrop	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0179B.JPG	McMurdo Volcanics: paleomagnetic sampling :Williams Cliff	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0180B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0181B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0182B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0183B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0184B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0185B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0186B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc226	DSC_0187B.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Royds	MC226 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-20T00:00:00Z
McMurdo	mc227	DSC_0040C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 outcrop overview	Outcrop	This study	Hubert Staudigel	2006-12-21T00:00:00Z
McMurdo	mc227	DSC_0041C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-21T00:00:00Z
McMurdo	mc227	DSC_0042D.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-21T00:00:00Z
McMurdo	mc227	DSC_0043C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc227	DSC_0044C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc227	DSC_0045C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc227	DSC_0047C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc227	DSC_0048C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc227	DSC_0049C.JPG	McMurdo Volcanics: paleomagnetic sampling :Mt Bird	MC227 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0072D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0073D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0074D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0075D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0076D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0077D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0078D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0079D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0080D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0081D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc228	DSC_0082D.JPG	McMurdo Volcanics: paleomagnetic sampling :Cape Bird	MC228 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-22T00:00:00Z
McMurdo	mc229	DSC_0050D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0063D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0064D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0065D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0066D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0067D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0068D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0069D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0070D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0071D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0072E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0073E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0074E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0075E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0076E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0077E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0078E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0079E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0080E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0081E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0082E.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0083D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0084D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0085D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0086D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
McMurdo	mc229	DSC_0196D.JPG	McMurdo Volcanics: paleomagnetic sampling :Fang Ridge	MC229 sample detail	Outcrop	This study	Hubert Staudigel	2006-12-27T00:00:00Z
