tab	samples
sample	site	lat	lon	geologic_classes	geologic_types	lithologies	description	azimuth	azimuth_dec_correction	dip	orientation_quality	citations	method_codes
mc168d	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		11.5	0	-16.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc168e	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		171.2	0	-39.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc168f	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		177.9	0	-35.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc168g	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		158.6	0	-38.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc168h	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		180.1	0	-41.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc168i	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		357.8	0	-23.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc168j	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		35.5	0	-20.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc168k	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		96.0	0	-30.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc168l	mc168	-77.488	169.292	Extrusive:Igneous	Lava Flow	Basalt		119.7	0	-33.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169a	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		310.6	0	-12.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169b	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		32.8	0	-12.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169c	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		75.7	0	-27.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169d	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		355.3	0	-23.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169e	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		57.7	0	-21.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169f	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		0.2	0	-25.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169g	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		15.1	0	-19.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169h	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		5.6	0	-28.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169i	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		108.0	0	-30.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc169j	mc169	-77.491	169.28	Extrusive:Igneous	Lava Flow	Basalt		338.5	0	-21.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc16d	mc16	-77.51	169.38	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	54.0	0	-32.0	g	This study	SO-SIGHT:FS-FD
mc170a	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		342.1	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170b	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		356.8	0	-54.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170c	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		345.3	0	-60.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170d	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		352.3	0	-53.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170e	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		339.8	0	-55.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170f	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		343.6	0	-53.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170g	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		337.3	0	-60.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170h	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		353.0	0	-56.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170i	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		3.8	0	-31.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170j	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		30.5	0	-29.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc170k	mc170	-77.854	166.71400000000003	Extrusive:Igneous	Lava Flow	Basalt		350.0	0	-42.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc19a	mc19	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	325.0	0	-43.0	g	This study	SO-SIGHT:FS-FD
mc19b	mc19	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	54.0	0	-40.0	g	This study	SO-SIGHT:FS-FD
mc19c	mc19	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	94.0	0	-94.0	g	This study	SO-SIGHT:FS-FD
mc19d	mc19	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	352.0	0	-71.0	g	This study	SO-SIGHT:FS-FD
mc19e	mc19	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	327.0	0	-66.0	g	This study	SO-SIGHT:FS-FD
mc19f	mc19	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	15.0	0	-63.0	g	This study	SO-SIGHT:FS-FD
mc19g	mc19	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	285.0	0	-47.0	g	This study	SO-SIGHT:FS-FD
mc19h	mc19	-77.86	165.23	Extrusive:Igneous	Lava Flow	Basalt	Archived samples from 1965, 66 expeditions.	281.0	0	-28.0	g	This study	SO-SIGHT:FS-FD
mc200a	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		8.2	0	-34.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200b	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		12.3	0	-35.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200c	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		12.8	0	-35.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200d	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		291.3	0	-40.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200e	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		234.5	0	-62.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200f	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		221.2	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200g	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		228.3	0	-59.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200h	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		225.2	0	-54.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200i	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		131.9	0	-36.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200j	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		128.1	0	-38.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc200k	mc200	-77.54995	166.16148	Extrusive:Igneous	Lava Flow	Phonolite		128.8	0	-34.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201a	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		41.5	0	-48.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201b	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		40.5	0	-52.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201c	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		48.7	0	-47.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201d	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		40.0	0	-39.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201e	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		34.7	0	-42.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201f	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		34.5	0	-40.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201g	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		68.7	0	-44.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201h	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		63.6	0	-53.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201i	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		70.9	0	-49.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc201j	mc201	-77.56284000000001	166.21958	Extrusive:Igneous	Lava Flow	Phonolite		66.6	0	-60.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202a	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		173.0	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202b	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		173.3	0	-72.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202c	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		173.5	0	-72.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202d	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		160.8	0	-68.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202e	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		159.6	0	-65.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202f	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		172.1	0	-65.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202g	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		165.6	0	-55.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202h	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		177.1	0	-44.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202i	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		192.6	0	-46.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc202j	mc202	-77.65674	166.36424	Extrusive:Igneous	Lava Flow	Phonolite		171.5	0	-25.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203a	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		348.8	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203b	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		349.1	0	-82.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203c	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		358.3	0	-85.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203d	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		347.7	0	-79.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203e	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		351.1	0	-70.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203f	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		16.0	0	-77.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203g	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		15.1	0	-78.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203h	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		9.7	0	-71.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203i	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		355.9	0	-86.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc203j	mc203	-77.5807	166.25055	Intrusive:Igneous	Volcanic Dike	Basalt		1.1	0	-89.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204a	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		42.5	0	-68.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204b	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		40.3	0	-82.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204c	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		31.3	0	-82.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204d	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		34.3	0	-89.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204e	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		32.3	0	-83.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204f	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		37.8	0	-71.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204g	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		39.8	0	-79.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204h	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		74.3	0	-91.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204i	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		73.8	0	-90.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204j	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		77.4	0	-92.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204k	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		79.9	0	-85.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc204l	mc204	-77.6402	166.40836000000002	Extrusive:Igneous	Lava Flow	Phonolite		81.0	0	-76.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205a	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		45.8	0	-62.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205b	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		44.2	0	-64.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205c	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		43.1	0	-58.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205d	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		47.1	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205e	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		48.0	0	-80.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205f	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		87.4	0	-60.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205g	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		86.9	0	-61.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205h	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		43.1	0	-81.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205i	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		41.6	0	-87.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205j	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		43.5	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc205k	mc205	-77.65666	166.72515	Intrusive:Igneous	Volcanic Dike	Basalt		44.0	0	-90.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206a	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		37.2	0	-82.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206b	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		50.7	0	-87.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206c	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		35.0	0	-84.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206d	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		9.9	0	-85.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206e	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		9.9	0	-88.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206f	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		49.2	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206g	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		47.9	0	-54.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206h	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		58.4	0	-56.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206i	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		62.4	0	-63.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206j	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		335.6	0	-36.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc206k	mc206	-77.66665	166.78033	Intrusive:Igneous	Volcanic Dome	Basalt		46.8	0	-77.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207a	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		183.0	0	-81.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207b	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: overprint during thellier##.	187.3	0	-82.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207c	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		186.5	0	-84.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207d	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		189.1	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207e	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		173.8	0	-36.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207f	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		170.5	0	-35.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207g	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		175.0	0	-35.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207h	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		127.2	0	-62.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207i	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		123.7	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207j	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		124.4	0	-64.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc207k	mc207	-77.67871	166.5173	Extrusive:Igneous	Lava Flow	Basalt		127.4	0	-69.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208a	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		203.0	0	-77.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208b	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		206.6	0	-83.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208c	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		205.2	0	-79.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208d	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		198.4	0	-70.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208e	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		201.9	0	-69.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208f	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		181.8	0	-75.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208g	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		170.0	0	-77.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208h	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		167.7	0	-80.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208i	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		141.1	0	-100.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc208j	mc208	-77.66786	166.53186000000002	Extrusive:Igneous	Lava Flow	Basalt		140.6	0	-98.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209a	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		81.5	0	-64.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209b	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		84.5	0	-63.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209c	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		90.3	0	-63.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209d	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		94.6	0	-63.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209e	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		98.1	0	-61.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209f	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		102.1	0	-61.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209g	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		108.4	0	-89.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209h	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		78.1	0	-92.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209i	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		113.1	0	-85.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc209j	mc209	-77.68544	166.36812	Extrusive:Igneous	Lava Flow	Basalt		95.9	0	-89.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc20a	mc20	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	175.0	0	-82.0	g	This study	SO-SIGHT:FS-FD
mc20b	mc20	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	193.0	0	-71.0	g	This study	SO-SIGHT:FS-FD
mc20c	mc20	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	135.0	0	-89.0	g	This study	SO-SIGHT:FS-FD
mc20d	mc20	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	136.0	0	-55.0	g	This study	SO-SIGHT:FS-FD
mc20e	mc20	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	149.0	0	-42.0	g	This study	SO-SIGHT:FS-FD
mc20f	mc20	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	124.0	0	-54.0	g	This study	SO-SIGHT:FS-FD
mc20g	mc20	-77.88	165.02	Extrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	101.0	0	-45.0	g	This study	SO-SIGHT:FS-FD
mc20h	mc20	-77.88	165.02	Intrusive:Igneous	Volcanic Dike	Basalt	Archived samples from 1965, 66 expeditions.	43.0	0	-42.0	g	This study	SO-SIGHT:FS-FD
